sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat,
,,,,,,,,,,,,,2308
,,,,,,,,,,,,,2315
,,,,,,,,,,,,,2619
,,,,,,,,,,,,,2822
,,,,,,,,,,,,,4281
,,,,,,,,,,,,,3676
,,,,,,,,,,,,,3577
,,,,,,,,,,,,,3235
,,,,,,,,,,,,,2928
,,,,,,,,,,,,,2684
,,,,,,,,,,,,,2985
,,,,,,,,,,,,,3406
,,,,,,,,,,,,,3613
,,,,,,,,,,,,,3760
,,,,,,,,,,,,,5961
,,,,,,,,,,,,,5309
,,,,,,,,,,,,,4219
,,,,,,,,,,,,,3327
,,,,,,,,,,,,,2768
,,,,,,,,,,,,,1889
,,,,,,,,,,,,,1535
,,,,,,,,,,,,,1498
,,,,,,,,,,,,,2331
,,,,,,,,,,,,,2727
,,,,,,,,,,,,,2457
,,,,,,,,,,,,,2209
,,,,,,,,,,,,,3625
,,,,,,,,,,,,,5052
,,,,,,,,,,,,,7168
,,,,,,,,,,,,,7547
,,,,,,,,,,,,,6752
,,,,,,,,,,,,,5740
,,,,,,,,,,,,,5038
,,,,,,,,,,,,,4243
,,,,,,,,,,,,,3723
,,,,,,,,,,,,,3100
,,,,,,,,,,,,,2739
,,,,,,,,,,,,,2714
,,,,,,,,,,,,,2593
,,,,,,,,,,,,,2590
,,,,,,,,,,,,,2932
,,,,,,,,,,,,,2597
,,,,,,,,,,,,,2295
,,,,,,,,,,,,,2201
,,,,,,,,,,,,,2228
,,,,,,,,,,,,,2391
,,,,,,,,,,,,,2435
,,,,,,,,,,,,,2717
,,,,,,,,,,,,,4885
,,,,,,,,,,,,,6316
,,,,,,,,,,,,,18310
,,,,,,,,,,,,,40706
,,,,,,,,,,,,,100355
,,,,,,,,,,,,,119004
,,,,,,,,,,,,,68850
,,,,,,,,,,,,,30567
,,,,,,,,,,,,,20732
,,,,,,,,,,,,,15617
,,,,,,,,,,,,,12353
,,,,,,,,,,,,,9874
,,,,,,,,,,,,,8349
,,,,,,,,,,,,,7418
,,,,,,,,,,,,,6725
,,,,,,,,,,,,,6104
,,,,,,,,,,,,,5749
,,,,,,,,,,,,,6434
,,,,,,,,,,,,,9318
,,,,,,,,,,,,,8841
,,,,,,,,,,,,,8094
,,,,,,,,,,,,,7667
,,,,,,,,,,,,,7170
,,,,,,,,,,,,,6736
,,,,,,,,,,,,,6151
,,,,,,,,,,,,,6013
,,,,,,,,,,,,,10075
,,,,,,,,,,,,,26855
,,,,,,,,,,,,,44463
,,,,,,,,,,,,,29043
,,,,,,,,,,,,,20612
,,,,,,,,,,,,,16338
,,,,,,,,,,,,,13569
,,,,,,,,,,,,,11565
,,,,,,,,,,,,,9718
,,,,,,,,,,,,,8645
,,,,,,,,,,,,,7596
,,,,,,,,,,,,,6963
,,,,,,,,,,,,,6288
,,,,,,,,,,,,,5916
,,,,,,,,,,,,,5675
,,,,,,,,,,,,,5502
,,,,,,,,,,,,,5410
,,,,,,,,,,,,,5234
,,,,,,,,,,,,,5106
,,,,,,,,,,,,,4955
,,,,,,,,,,,,,4785
,,,,,,,,,,,,,4706
,,,,,,,,,,,,,4718
,,,,,,,,,,,,,4748
,,,,,,,,,,,,,5116
,,,,,,,,,,,,,6393
,,,,,,,,,,,,,11034
,,,,,,,,,,,,,17284
,,,,,,,,,,,,,15656
,,,,,,,,,,,,,13211
,,,,,,,,,,,,,11085
,,,,,,,,,,,,,9476
,,,,,,,,,,,,,8640
,,,,,,,,,,,,,7667
,,,,,,,,,,,,,7007
,,,,,,,,,,,,,6766
,,,,,,,,,,,,,6615
,,,,,,,,,,,,,6285
,,,,,,,,,,,,,5948
,,,,,,,,,,,,,5643
,,,,,,,,,,,,,5343
,,,,,,,,,,,,,5294
,,,,,,,,,,,,,5101
,,,,,,,,,,,,,4775
,,,,,,,,,,,,,4612
,,,,,,,,,,,,,4533
,,,,,,,,,,,,,4360
,,,,,,,,,,,,,4192
,,,,,,,,,,,,,4121
,,,,,,,,,,,,,4021
,,,,,,,,,,,,,3987
,,,,,,,,,,,,,3938
,,,,,,,,,,,,,4028
,,,,,,,,,,,,,4790
,,,,,,,,,,,,,5218
,,,,,,,,,,,,,4880
,,,,,,,,,,,,,4640
,,,,,,,,,,,,,4487
,,,,,,,,,,,,,4222
,,,,,,,,,,,,,4368
,,,,,,,,,,,,,4657
,,,,,,,,,,,,,4659
,,,,,,,,,,,,,4529
,,,,,,,,,,,,,4551
,,,,,,,,,,,,,4318
,,,,,,,,,,,,,4039
,,,,,,,,,,,,,3837
,,,,,,,,,,,,,3614
,,,,,,,,,,,,,3456
,,,,,,,,,,,,,5104
,,,,,,,,,,,,,8641
,,,,,,,,,,,,,8505
,,,,,,,,,,,,,8922
,,,,,,,,,,,,,10487
,,,,,,,,,,,,,10631
,,,,,,,,,,,,,32909
,,,,,,,,,,,,,52684
,,,,,,,,,,,,,56649
,,,,,,,,,,,,,35758
,,,,,,,,,,,,,26126
,,,,,,,,,,,,,20894
,,,,,,,,,,,,,17070
,,,,,,,,,,,,,14892
,,,,,,,,,,,,,12592
,,,,,,,,,,,,,10059
,,,,,,,,,,,,,8444
,,,,,,,,,,,,,7898
,,,,,,,,,,,,,7428
,,,,,,,,,,,,,7735
,,,,,,,,,,,,,8922
,,,,,,,,,,,,,8238
,,,,,,,,,,,,,8137
,,,,,,,,,,,,,7459
,,,,,,,,,,,,,6419
,,,,,,,,,,,,,5830
,,,,,,,,,,,,,5967
,,,,,,,,,,,,,5765
,,,,,,,,,,,,,4959
,,,,,,,,,,,,,4442
,,,,,,,,,,,,,5256
,,,,,,,,,,,,,5556
,,,,,,,,,,,,,14683
,,,,,,,,,,,,,23486
,,,,,,,,,,,,,19808
,,,,,,,,,,,,,19906
,,,,,,,,,,,,,16810
,,,,,,,,,,,,,13960
,,,,,,,,,,,,,15001
,,,,,,,,,,,,,14618
,,,,,,,,,,,,,11735
,,,,,,,,,,,,,9997
,,,,,,,,,,,,,9125
,,,,,,,,,,,,,8686
,,,,,,,,,,,,,8154
,,,,,,,,,,,,,7579
,,,,,,,,,,,,,7356
,,,,,,,,,,,,,7011
,,,,,,,,,,,,,6806
,,,,,,,,,,,,,7247
,,,,,,,,,,,,,9824
,,,,,,,,,,,,,9410
,,,,,,,,,,,,,10231
,,,,,,,,,,,,,10319
,,,,,,,,,,,,,10460
,,,,,,,,,,,,,12165
,,,,,,,,,,,,,12567
,,,,,,,,,,,,,11220
,,,,,,,,,,,,,9771
,,,,,,,,,,,,,8850
,,,,,,,,,,,,,8069
,,,,,,,,,,,,,7430
,,,,,,,,,,,,,6688
,,,,,,,,,,,,,6187
,,,,,,,,,,,,,6005
,,,,,,,,,,,,,6069
,,,,,,,,,,,,,5865
,,,,,,,,,,,,,5657
,,,,,,,,,,,,,5562
,,,,,,,,,,,,,5349
,,,,,,,,,,,,,5120
,,,,,,,,,,,,,4932
,,,,,,,,,,,,,4820
,,,,,,,,,,,,,4696
,,,,,,,,,,,,,4625
,,,,,,,,,,,,,4704
,,,,,,,,,,,,,4943
,,,,,,,,,,,,,5503
,,,,,,,,,,,,,6605
,,,,,,,,,,,,,9008
,,,,,,,,,,,,,11289
,,,,,,,,,,,,,11951
,,,,,,,,,,,,,11504
,,,,,,,,,,,,,10726
,,,,,,,,,,,,,9666
,,,,,,,,,,,,,8773
,,,,,,,,,,,,,7772
,,,,,,,,,,,,,7269
,,,,,,,,,,,,,6953
,,,,,,,,,,,,,6919
,,,,,,,,,,,,,6836
,,,,,,,,,,,,,6555
,,,,,,,,,,,,,6292
,,,,,,,,,,,,,6371
,,,,,,,,,,,,,6213
,,,,,,,,,,,,,7286
,,,,,,,,,,,,,7367
,,,,,,,,,,,,,17443
,,,,,,,,,,,,,19897
,,,,,,,,,,,,,15952
,,,,,,,,,,,,,14513
,,,,,,,,,,,,,13410
,,,,,,,,,,,,,12980
,,,,,,,,,,,,,12102
,,,,,,,,,,,,,10865
,,,,,,,,,,,,,9607
,,,,,,,,,,,,,8664
,,,,,,,,,,,,,7654
,,,,,,,,,,,,,6951
,,,,,,,,,,,,,6447
,,,,,,,,,,,,,6041
,,,,,,,,,,,,,5747
,,,,,,,,,,,,,5557
,,,,,,,,,,,,,5409
,,,,,,,,,,,,,5245
,,,,,,,,,,,,,5079
,,,,,,,,,,,,,4874
,,,,,,,,,,,,,5065
,,,,,,,,,,,,,4819
,,,,,,,,,,,,,4571
,,,,,,,,,,,,,4349
,,,,,,,,,,,,,4157
,,,,,,,,,,,,,4136
,,,,,,,,,,,,,4242
,,,,,,,,,,,,,4383
,,,,,,,,,,,,,4326
,,,,,,,,,,,,,4118
,,,,,,,,,,,,,4145
,,,,,,,,,,,,,4352
,,,,,,,,,,,,,4109
,,,,,,,,,,,,,3819
,,,,,,,,,,,,,3615
,,,,,,,,,,,,,3499
,,,,,,,,,,,,,3349
,,,,,,,,,,,,,3176
,,,,,,,,,,,,,3010
,,,,,,,,,,,,,2839
,,,,,,,,,,,,,2743
,,,,,,,,,,,,,2878
,,,,,,,,,,,,,2847
,,,,,,,,,,,,,2818
,,,,,,,,,,,,,2724
,,,,,,,,,,,,,2739
,,,,,,,,,,,,,3077
,,,,,,,,,,,,,3439
,,,,,,,,,,,,,3789
,,,,,,,,,,,,,4182
,,,,,,,,,,,,,4139
,,,,,,,,,,,,,3872
,,,,,,,,,,,,,3744
,,,,,,,,,,,,,3402
,,,,,,,,,,,,,3059
,,,,,,,,,,,,,2926
,,,,,,,,,,,,,2825
,,,,,,,,,,,,,2759
,,,,,,,,,,,,,2796
,,,,,,,,,,,,,3154
,,,,,,,,,,,,,3680
,,,,,,,,,,,,,4484
,,,,,,,,,,,,,5012
,,,,,,,,,,,,,5657
,,,,,,,,,,,,,5789
,,,,,,,,,,,,,5157
,,,,,,,,,,,,,4554
,,,,,,,,,,,,,4078
,,,,,,,,,,,,,3766
,,,,,,,,,,,,,3484
,,,,,,,,,,,,,3148
,,,,,,,,,,,,,2973
,,,,,,,,,,,,,2682
,,,,,,,,,,,,,2454
,,,,,,,,,,,,,2338
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2096
,,,,,,,,,,,,,2529
,,,,,,,,,,,,,2589
,,,,,,,,,,,,,2413
,,,,,,,,,,,,,2533
,,,,,,,,,,,,,4091
,,,,,,,,,,,,,7011
,,,,,,,,,,,,,10244
,,,,,,,,,,,,,8440
,,,,,,,,,,,,,7032
,,,,,,,,,,,,,5826
,,,,,,,,,,,,,4771
,,,,,,,,,,,,,4004
,,,,,,,,,,,,,3345
,,,,,,,,,,,,,3338
,,,,,,,,,,,,,3964
,,,,,,,,,,,,,3788
,,,,,,,,,,,,,3093
,,,,,,,,,,,,,2644
,,,,,,,,,,,,,2376
,,,,,,,,,,,,,2284
,,,,,,,,,,,,,2159
,,,,,,,,,,,,,2273
,,,,,,,,,,,,,2493
,,,,,,,,,,,,,2636
,,,,,,,,,,,,,2726
,,,,,,,,,,,,,2938
,,,,,,,,,,,,,3149
,,,,,,,,,,,,,3239
,,,,,,,,,,,,,3006
,,,,,,,,,,,,,2812
,,,,,,,,,,,,,2873
,,,,,,,,,,,,,2667
,,,,,,,,,,,,,2360
,,,,,,,,,,,,,2001
,,,,,,,,,,,,,1811
,,,,,,,,,,,,,1765
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,2154
,,,,,,,,,,,,,2928
,,,,,,,,,,,,,2999
,,,,,,,,,,,,,2476
,,,,,,,,,,,,,2161
,,,,,,,,,,,,,2150
,,,,,,,,,,,,,2986
,,,,,,,,,,,,,2365
,,,,,,,,,,,,,2271
,,,,,,,,,,,,,2071
,,,,,,,,,,,,,2017
,,,,,,,,,,,,,1894
,,,,,,,,,,,,,1649
,,,,,,,,,,,,,1528
,,,,,,,,,,,,,1504
,,,,,,,,,,,,,1739
,,,,,,,,,,,,,1848
,,,,,,,,,,,,,5837
,,,,,,,,,,,,,5155
,,,,,,,,,,,,,3658
,,,,,,,,,,,,,2819
,,,,,,,,,,,,,2346
,,,,,,,,,,,,,2428
,,,,,,,,,,,,,2652
,,,,,,,,,,,,,2275
,,,,,,,,,,,,,2239
,,,,,,,,,,,,,2100
,,,,,,,,,,,,,1868
,,,,,,,,,,,,,1677
,,,,,,,,,,,,,1509
,,,,,,,,,,,,,1446
,,,,,,,,,,,,,1386
,,,,,,,,,,,,,1325
,,,,,,,,,,,,,1184
,,,,,,,,,,,,,1108
,,,,,,,,,,,,,1137
,,,,,,,,,,,,,1176
,,,,,,,,,,,,,1217
,,,,,,,,,,,,,1239
,,,,,,,,,,,,,1222
,,,,,,,,,,,,,1365
,,,,,,,,,,,,,1298
,,,,,,,,,,,,,1144
,,,,,,,,,,,,,1086
,,,,,,,,,,,,,1011
,,,,,,,,,,,,,994
,,,,,,,,,,,,,1003
,,,,,,,,,,,,,1060
,,,,,,,,,,,,,1072
,,,,,,,,,,,,,1247
,,,,,,,,,,,,,1186
,,,,,,,,,,,,,1032
,,,,,,,,,,,,,978
,,,,,,,,,,,,,1013
,,,,,,,,,,,,,2226
,,,,,,,,,,,,,2814
,,,,,,,,,,,,,3097
,,,,,,,,,,,,,3088
,,,,,,,,,,,,,2988
,,,,,,,,,,,,,2884
,,,,,,,,,,,,,2402
,,,,,,,,,,,,,2033
,,,,,,,,,,,,,1795
,,,,,,,,,,,,,1563
,,,,,,,,,,,,,1383
,,,,,,,,,,,,,1366
,,,,,,,,,,,,,1345
,,,,,,,,,,,,,1305
,,,,,,,,,,,,,1450
,,,,,,,,,,,,,2073
,,,,,,,,,,,,,12412
,,,,,,,,,,,,,27790
,,,,,,,,,,,,,28085
,,,,,,,,,,,,,21404
,,,,,,,,,,,,,13832
,,,,,,,,,,,,,9489
,,,,,,,,,,,,,7539
,,,,,,,,,,,,,27647
,,,,,,,,,,,,,107393
,,,,,,,,,,,,,124827
,,,,,,,,,,,,,61179
,,,,,,,,,,,,,28360
,,,,,,,,,,,,,19858
,,,,,,,,,,,,,15385
,,,,,,,,,,,,,12579
,,,,,,,,,,,,,9675
,,,,,,,,,,,,,7473
,,,,,,,,,,,,,5926
,,,,,,,,,,,,,6070
,,,,,,,,,,,,,9957
,,,,,,,,,,,,,11822
,,,,,,,,,,,,,14825
,,,,,,,,,,,,,13987
,,,,,,,,,,,,,13216
,,,,,,,,,,,,,16654
,,,,,,,,,,,,,23955
,,,,,,,,,,,,,25198
,,,,,,,,,,,,,19270
,,,,,,,,,,,,,15140
,,,,,,,,,,,,,14344
,,,,,,,,,,,,,16181
,,,,,,,,,,,,,16019
,,,,,,,,,,,,,15488
,,,,,,,,,,,,,13425
,,,,,,,,,,,,,12110
,,,,,,,,,,,,,11094
,,,,,,,,,,,,,10096
,,,,,,,,,,,,,8794
,,,,,,,,,,,,,7643
,,,,,,,,,,,,,7025
,,,,,,,,,,,,,6635
,,,,,,,,,,,,,6305
,,,,,,,,,,,,,5985
,,,,,,,,,,,,,5889
,,,,,,,,,,,,,5703
,,,,,,,,,,,,,5529
,,,,,,,,,,,,,5306
,,,,,,,,,,,,,5000
,,,,,,,,,,,,,4977
,,,,,,,,,,,,,4741
,,,,,,,,,,,,,4535
,,,,,,,,,,,,,4382
,,,,,,,,,,,,,4236
,,,,,,,,,,,,,4049
,,,,,,,,,,,,,4015
,,,,,,,,,,,,,3955
,,,,,,,,,,,,,3897
,,,,,,,,,,,,,3839
,,,,,,,,,,,,,3960
,,,,,,,,,,,,,4166
,,,,,,,,,,,,,4238
,,,,,,,,,,,,,4206
,,,,,,,,,,,,,4419
,,,,,,,,,,,,,4368
,,,,,,,,,,,,,4000
,,,,,,,,,,,,,3805
,,,,,,,,,,,,,5371
,,,,,,,,,,,,,9496
,,,,,,,,,,,,,14533
,,,,,,,,,,,,,17919
,,,,,,,,,,,,,14450
,,,,,,,,,,,,,11812
,,,,,,,,,,,,,10342
,,,,,,,,,,,,,9484
,,,,,,,,,,,,,8644
,,,,,,,,,,,,,7485
,,,,,,,,,,,,,6553
,,,,,,,,,,,,,6398
,,,,,,,,,,,,,6179
,,,,,,,,,,,,,6044
,,,,,,,,,,,,,5527
,,,,,,,,,,,,,5029
,,,,,,,,,,,,,4801
,,,,,,,,,,,,,4437
,,,,,,,,,,,,,4208
,,,,,,,,,,,,,3911
,,,,,,,,,,,,,3887
,,,,,,,,,,,,,3917
,,,,,,,,,,,,,4023
,,,,,,,,,,,,,3773
,,,,,,,,,,,,,3387
,,,,,,,,,,,,,2462
,,,,,,,,,,,,,2016
,,,,,,,,,,,,,2424
,,,,,,,,,,,,,2549
,,,,,,,,,,,,,2415
,,,,,,,,,,,,,2380
,,,,,,,,,,,,,2493
,,,,,,,,,,,,,2381
,,,,,,,,,,,,,2573
,,,,,,,,,,,,,3041
,,,,,,,,,,,,,2821
,,,,,,,,,,,,,2236
,,,,,,,,,,,,,2499
,,,,,,,,,,,,,2767
,,,,,,,,,,,,,2647
,,,,,,,,,,,,,2391
,,,,,,,,,,,,,2271
,,,,,,,,,,,,,2522
,,,,,,,,,,,,,2538
,,,,,,,,,,,,,2663
,,,,,,,,,,,,,2704
,,,,,,,,,,,,,2559
,,,,,,,,,,,,,2549
,,,,,,,,,,,,,2557
,,,,,,,,,,,,,2824
,,,,,,,,,,,,,2825
,,,,,,,,,,,,,3196
,,,,,,,,,,,,,3043
,,,,,,,,,,,,,2508
,,,,,,,,,,,,,2704
,,,,,,,,,,,,,2544
,,,,,,,,,,,,,2527
,,,,,,,,,,,,,2385
,,,,,,,,,,,,,2303
,,,,,,,,,,,,,2330
,,,,,,,,,,,,,2433
,,,,,,,,,,,,,2046
,,,,,,,,,,,,,2114
,,,,,,,,,,,,,2219
,,,,,,,,,,,,,2188
,,,,,,,,,,,,,2312
,,,,,,,,,,,,,2581
,,,,,,,,,,,,,3026
,,,,,,,,,,,,,3956
,,,,,,,,,,,,,4508
,,,,,,,,,,,,,5133
,,,,,,,,,,,,,5168
,,,,,,,,,,,,,5111
,,,,,,,,,,,,,4913
,,,,,,,,,,,,,4542
,,,,,,,,,,,,,4080
,,,,,,,,,,,,,3505
,,,,,,,,,,,,,3348
,,,,,,,,,,,,,3314
,,,,,,,,,,,,,3307
,,,,,,,,,,,,,3813
,,,,,,,,,,,,,5151
,,,,,,,,,,,,,13937
,,,,,,,,,,,,,12970
,,,,,,,,,,,,,11423
,,,,,,,,,,,,,10664
,,,,,,,,,,,,,9227
,,,,,,,,,,,,,7381
,,,,,,,,,,,,,8417
,,,,,,,,,,,,,14600
,,,,,,,,,,,,,14799
,,,,,,,,,,,,,11427
,,,,,,,,,,,,,9670
,,,,,,,,,,,,,8481
,,,,,,,,,,,,,7741
,,,,,,,,,,,,,6833
,,,,,,,,,,,,,7165
,,,,,,,,,,,,,17614
,,,,,,,,,,,,,34333
,,,,,,,,,,,,,29923
,,,,,,,,,,,,,20912
,,,,,,,,,,,,,16098
,,,,,,,,,,,,,13224
,,,,,,,,,,,,,12773
,,,,,,,,,,,,,12357
,,,,,,,,,,,,,12528
,,,,,,,,,,,,,20226
,,,,,,,,,,,,,26230
,,,,,,,,,,,,,20769
,,,,,,,,,,,,,16698
,,,,,,,,,,,,,13885
,,,,,,,,,,,,,12025
,,,,,,,,,,,,,11346
,,,,,,,,,,,,,13300
,,,,,,,,,,,,,12611
,,,,,,,,,,,,,10526
,,,,,,,,,,,,,9720
,,,,,,,,,,,,,16460
,,,,,,,,,,,,,22638
,,,,,,,,,,,,,29787
,,,,,,,,,,,,,52186
,,,,,,,,,,,,,56043
,,,,,,,,,,,,,37155
,,,,,,,,,,,,,25977
,,,,,,,,,,,,,20219
,,,,,,,,,,,,,16342
,,,,,,,,,,,,,13817
,,,,,,,,,,,,,11339
,,,,,,,,,,,,,9437
,,,,,,,,,,,,,8117
,,,,,,,,,,,,,7648
,,,,,,,,,,,,,7351
,,,,,,,,,,,,,7031
,,,,,,,,,,,,,6716
,,,,,,,,,,,,,6368
,,,,,,,,,,,,,6067
,,,,,,,,,,,,,5880
,,,,,,,,,,,,,5627
,,,,,,,,,,,,,5410
,,,,,,,,,,,,,5437
,,,,,,,,,,,,,7132
,,,,,,,,,,,,,5939
,,,,,,,,,,,,,5381
,,,,,,,,,,,,,5022
,,,,,,,,,,,,,4985
,,,,,,,,,,,,,4815
,,,,,,,,,,,,,4677
,,,,,,,,,,,,,4553
,,,,,,,,,,,,,4325
,,,,,,,,,,,,,4189
,,,,,,,,,,,,,4137
,,,,,,,,,,,,,4234
,,,,,,,,,,,,,4227
,,,,,,,,,,,,,4103
,,,,,,,,,,,,,4023
,,,,,,,,,,,,,4092
,,,,,,,,,,,,,3857
,,,,,,,,,,,,,3548
,,,,,,,,,,,,,3310
,,,,,,,,,,,,,3046
,,,,,,,,,,,,,2864
,,,,,,,,,,,,,2717
,,,,,,,,,,,,,2595
,,,,,,,,,,,,,2598
,,,,,,,,,,,,,2570
,,,,,,,,,,,,,2523
,,,,,,,,,,,,,2428
,,,,,,,,,,,,,2382
,,,,,,,,,,,,,2345
,,,,,,,,,,,,,2413
,,,,,,,,,,,,,2311
,,,,,,,,,,,,,2185
,,,,,,,,,,,,,1969
,,,,,,,,,,,,,1834
,,,,,,,,,,,,,1814
,,,,,,,,,,,,,1844
,,,,,,,,,,,,,1909
,,,,,,,,,,,,,1912
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1903
,,,,,,,,,,,,,1784
,,,,,,,,,,,,,1859
,,,,,,,,,,,,,1875
,,,,,,,,,,,,,1763
,,,,,,,,,,,,,1870
,,,,,,,,,,,,,2025
,,,,,,,,,,,,,2123
,,,,,,,,,,,,,2099
,,,,,,,,,,,,,1988
,,,,,,,,,,,,,1876
,,,,,,,,,,,,,1914
,,,,,,,,,,,,,2003
,,,,,,,,,,,,,2022
,,,,,,,,,,,,,2378
,,,,,,,,,,,,,2467
,,,,,,,,,,,,,2346
,,,,,,,,,,,,,2405
,,,,,,,,,,,,,2164
,,,,,,,,,,,,,1827
,,,,,,,,,,,,,1699
,,,,,,,,,,,,,1570
,,,,,,,,,,,,,1601
,,,,,,,,,,,,,1564
,,,,,,,,,,,,,1466
,,,,,,,,,,,,,1806
,,,,,,,,,,,,,2225
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,1722
,,,,,,,,,,,,,1590
,,,,,,,,,,,,,1487
,,,,,,,,,,,,,1338
,,,,,,,,,,,,,1200
,,,,,,,,,,,,,1263
,,,,,,,,,,,,,1193
,,,,,,,,,,,,,1125
,,,,,,,,,,,,,1116
,,,,,,,,,,,,,1149
,,,,,,,,,,,,,1779
,,,,,,,,,,,,,1877
,,,,,,,,,,,,,1669
,,,,,,,,,,,,,1920
,,,,,,,,,,,,,1726
,,,,,,,,,,,,,1588
,,,,,,,,,,,,,1747
,,,,,,,,,,,,,1639
,,,,,,,,,,,,,1493
,,,,,,,,,,,,,1560
,,,,,,,,,,,,,1707
,,,,,,,,,,,,,2538
,,,,,,,,,,,,,2266
,,,,,,,,,,,,,2071
,,,,,,,,,,,,,1757
,,,,,,,,,,,,,1622
,,,,,,,,,,,,,1536
,,,,,,,,,,,,,1440
,,,,,,,,,,,,,1413
,,,,,,,,,,,,,1333
,,,,,,,,,,,,,1443
,,,,,,,,,,,,,1467
,,,,,,,,,,,,,1171
,,,,,,,,,,,,,1112
,,,,,,,,,,,,,1022
,,,,,,,,,,,,,1042
,,,,,,,,,,,,,970
,,,,,,,,,,,,,1243
,,,,,,,,,,,,,1670
,,,,,,,,,,,,,1222
,,,,,,,,,,,,,1050
,,,,,,,,,,,,,1170
,,,,,,,,,,,,,1135
,,,,,,,,,,,,,1096
,,,,,,,,,,,,,1369
,,,,,,,,,,,,,1205
,,,,,,,,,,,,,1126
,,,,,,,,,,,,,1106
,,,,,,,,,,,,,1676
,,,,,,,,,,,,,1546
,,,,,,,,,,,,,1561
,,,,,,,,,,,,,1478
,,,,,,,,,,,,,1311
,,,,,,,,,,,,,1923
,,,,,,,,,,,,,1771
,,,,,,,,,,,,,1255
,,,,,,,,,,,,,1059
,,,,,,,,,,,,,1014
,,,,,,,,,,,,,991
,,,,,,,,,,,,,960
,,,,,,,,,,,,,1041
,,,,,,,,,,,,,1004
,,,,,,,,,,,,,1044
,,,,,,,,,,,,,1145
,,,,,,,,,,,,,1146
,,,,,,,,,,,,,1086
,,,,,,,,,,,,,1016
,,,,,,,,,,,,,1105
,,,,,,,,,,,,,1073
,,,,,,,,,,,,,1006
,,,,,,,,,,,,,1046
,,,,,,,,,,,,,1052
,,,,,,,,,,,,,992
,,,,,,,,,,,,,990
,,,,,,,,,,,,,907
,,,,,,,,,,,,,883
,,,,,,,,,,,,,845
,,,,,,,,,,,,,852
,,,,,,,,,,,,,845
,,,,,,,,,,,,,839
,,,,,,,,,,,,,877
,,,,,,,,,,,,,874
,,,,,,,,,,,,,822
,,,,,,,,,,,,,970
,,,,,,,,,,,,,1068
,,,,,,,,,,,,,933
,,,,,,,,,,,,,960
,,,,,,,,,,,,,923
,,,,,,,,,,,,,1024
,,,,,,,,,,,,,1011
,,,,,,,,,,,,,1013
,,,,,,,,,,,,,1168
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1401
,,,,,,,,,,,,,1325
,,,,,,,,,,,,,1178
,,,,,,,,,,,,,1151
,,,,,,,,,,,,,1066
,,,,,,,,,,,,,1055
,,,,,,,,,,,,,1410
,,,,,,,,,,,,,1331
,,,,,,,,,,,,,1233
,,,,,,,,,,,,,1312
,,,,,,,,,,,,,1414
,,,,,,,,,,,,,1874
,,,,,,,,,,,,,1875
,,,,,,,,,,,,,1763
,,,,,,,,,,,,,2063
,,,,,,,,,,,,,2062
,,,,,,,,,,,,,2274
,,,,,,,,,,,,,2727
,,,,,,,,,,,,,2367
,,,,,,,,,,,,,2158
,,,,,,,,,,,,,1975
,,,,,,,,,,,,,1774
,,,,,,,,,,,,,1568
,,,,,,,,,,,,,1875
,,,,,,,,,,,,,2447
,,,,,,,,,,,,,2382
,,,,,,,,,,,,,2435
,,,,,,,,,,,,,2672
,,,,,,,,,,,,,2683
,,,,,,,,,,,,,2746
,,,,,,,,,,,,,2559
,,,,,,,,,,,,,2369
,,,,,,,,,,,,,2804
,,,,,,,,,,,,,3853
,,,,,,,,,,,,,4047
,,,,,,,,,,,,,5992
,,,,,,,,,,,,,15198
,,,,,,,,,,,,,34338
,,,,,,,,,,,,,35771
,,,,,,,,,,,,,23485
,,,,,,,,,,,,,18929
,,,,,,,,,,,,,14886
,,,,,,,,,,,,,11383
,,,,,,,,,,,,,8811
,,,,,,,,,,,,,6241
,,,,,,,,,,,,,4686
,,,,,,,,,,,,,3758
,,,,,,,,,,,,,3682
,,,,,,,,,,,,,3420
,,,,,,,,,,,,,3359
,,,,,,,,,,,,,3371
,,,,,,,,,,,,,3828
,,,,,,,,,,,,,5417
,,,,,,,,,,,,,5928
,,,,,,,,,,,,,7524
,,,,,,,,,,,,,9454
,,,,,,,,,,,,,8620
,,,,,,,,,,,,,7849
,,,,,,,,,,,,,7809
,,,,,,,,,,,,,10780
,,,,,,,,,,,,,21047
,,,,,,,,,,,,,28603
,,,,,,,,,,,,,23110
,,,,,,,,,,,,,16872
,,,,,,,,,,,,,14308
,,,,,,,,,,,,,13064
,,,,,,,,,,,,,11565
,,,,,,,,,,,,,9989
,,,,,,,,,,,,,7780
,,,,,,,,,,,,,6177
,,,,,,,,,,,,,5276
,,,,,,,,,,,,,4967
,,,,,,,,,,,,,4768
,,,,,,,,,,,,,5155
,,,,,,,,,,,,,6394
,,,,,,,,,,,,,6718
,,,,,,,,,,,,,16038
,,,,,,,,,,,,,27358
,,,,,,,,,,,,,26213
,,,,,,,,,,,,,26564
,,,,,,,,,,,,,27105
,,,,,,,,,,,,,20884
,,,,,,,,,,,,,16273
